Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
1	Waveform 1	1	25.303983455	25.708851264	0.000	22050.000	622
1	Spectrogram 1	1	25.303983455	25.708851264	0.000	22050.000	622
2	Waveform 1	1	25.949424889	26.389498595	0.000	22050.000	622
2	Spectrogram 1	1	25.949424889	26.389498595	0.000	22050.000	622
3	Waveform 1	1	26.671145766	26.982131184	0.000	22050.000	622
3	Spectrogram 1	1	26.671145766	26.982131184	0.000	22050.000	622
4	Waveform 1	1	27.316587200	27.656910866	0.000	22050.000	622
4	Spectrogram 1	1	27.316587200	27.656910866	0.000	22050.000	622
5	Waveform 1	1	28.220205209	28.730690707	0.000	22050.000	622
5	Spectrogram 1	1	28.220205209	28.730690707	0.000	22050.000	622
6	Waveform 1	1	40.454523984	40.847656494	0.000	22050.000	622
6	Spectrogram 1	1	40.454523984	40.847656494	0.000	22050.000	622
7	Waveform 1	1	45.965239905	46.329034168	0.000	22050.000	622
7	Spectrogram 1	1	45.965239905	46.329034168	0.000	22050.000	622
8	Waveform 1	1	157.113568321	157.313068401	0.000	22050.000	622
8	Spectrogram 1	1	157.113568321	157.313068401	0.000	22050.000	622
9	Waveform 1	1	157.313068401	157.483230233	0.000	22050.000	622
9	Spectrogram 1	1	157.313068401	157.483230233	0.000	22050.000	622
10	Waveform 1	1	157.483230233	157.665127365	0.000	22050.000	622
10	Spectrogram 1	1	157.483230233	157.665127365	0.000	22050.000	622
11	Waveform 1	1	157.665127365	157.858759795	0.000	22050.000	622
11	Spectrogram 1	1	157.665127365	157.858759795	0.000	22050.000	622
12	Waveform 1	1	157.858759795	158.034789277	0.000	22050.000	622
12	Spectrogram 1	1	157.858759795	158.034789277	0.000	22050.000	622
13	Waveform 1	1	158.034789277	158.398583540	0.000	22050.000	622
13	Spectrogram 1	1	158.034789277	158.398583540	0.000	22050.000	622
14	Waveform 1	1	156.919935891	157.095965373	0.000	22050.000	622
14	Spectrogram 1	1	156.919935891	157.095965373	0.000	22050.000	622
15	Waveform 1	1	156.661759317	156.867127046	0.000	22050.000	622
15	Spectrogram 1	1	156.661759317	156.867127046	0.000	22050.000	622
16	Waveform 1	1	162.733172843	162.915069975	0.000	22050.000	622
16	Spectrogram 1	1	162.733172843	162.915069975	0.000	22050.000	622
17	Waveform 1	1	162.991349417	163.173246548	0.000	22050.000	622
17	Spectrogram 1	1	162.991349417	163.173246548	0.000	22050.000	622
18	Waveform 1	1	163.173246548	163.390349576	0.000	22050.000	622
18	Spectrogram 1	1	163.173246548	163.390349576	0.000	22050.000	622
19	Waveform 1	1	163.495967265	163.589849656	0.000	22050.000	622
19	Spectrogram 1	1	163.495967265	163.589849656	0.000	22050.000	622
20	Waveform 1	1	163.589849656	163.801085034	0.000	22050.000	622
20	Spectrogram 1	1	163.589849656	163.801085034	0.000	22050.000	622
21	Waveform 1	1	163.812820333	163.988849815	0.000	22050.000	622
21	Spectrogram 1	1	163.812820333	163.988849815	0.000	22050.000	622
22	Waveform 1	1	163.988849815	164.159011648	0.000	22050.000	622
22	Spectrogram 1	1	163.988849815	164.159011648	0.000	22050.000	622
23	Waveform 1	1	164.159011648	164.393717624	0.000	22050.000	622
23	Spectrogram 1	1	164.159011648	164.393717624	0.000	22050.000	622
24	Waveform 1	1	165.596585752	165.907571170	0.000	22050.000	622
24	Spectrogram 1	1	165.596585752	165.907571170	0.000	22050.000	622
25	Waveform 1	1	173.803886643	174.243960348	0.000	22050.000	622
25	Spectrogram 1	1	173.803886643	174.243960348	0.000	22050.000	622
26	Waveform 1	1	174.484533974	174.789651743	0.000	22050.000	622
26	Spectrogram 1	1	174.484533974	174.789651743	0.000	22050.000	622
27	Waveform 1	1	174.789651743	175.071298914	0.000	22050.000	622
27	Spectrogram 1	1	174.789651743	175.071298914	0.000	22050.000	622
28	Waveform 1	1	183.792668706	184.115389424	0.000	22050.000	623
28	Spectrogram 1	1	183.792668706	184.115389424	0.000	22050.000	623
29	Waveform 1	1	184.138860021	184.426374842	0.000	22050.000	623
29	Spectrogram 1	1	184.138860021	184.426374842	0.000	22050.000	623
30	Waveform 1	1	184.426374842	184.831242651	0.000	22050.000	623
30	Spectrogram 1	1	184.426374842	184.831242651	0.000	22050.000	623
31	Waveform 1	1	184.989669185	185.318257551	0.000	22050.000	623
31	Spectrogram 1	1	184.989669185	185.318257551	0.000	22050.000	623
32	Waveform 1	1	185.828743049	186.304022651	0.000	22050.000	623
32	Spectrogram 1	1	185.828743049	186.304022651	0.000	22050.000	623
