Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
1	Waveform 1	1	253.675816102	254.057009686	0.000	22050.000	301
1	Spectrogram 1	1	253.675816102	254.057009686	0.000	22050.000	301
2	Waveform 1	1	280.653824138	281.127241975	0.000	22050.000	301
2	Spectrogram 1	1	280.653824138	281.127241975	0.000	22050.000	301
3	Waveform 1	1	286.266191295	286.788795401	0.000	22050.000	301
3	Spectrogram 1	1	286.266191295	286.788795401	0.000	22050.000	301
4	Waveform 1	1	299.018527134	299.461203554	0.000	22050.000	301
4	Spectrogram 1	1	299.018527134	299.461203554	0.000	22050.000	301
5	Waveform 1	1	304.232271633	304.730282605	0.000	22050.000	301
5	Spectrogram 1	1	304.232271633	304.730282605	0.000	22050.000	301
6	Waveform 1	1	308.256484167	308.619232899	0.000	22050.000	301
6	Spectrogram 1	1	308.256484167	308.619232899	0.000	22050.000	301
7	Waveform 1	1	318.288866382	318.688504816	0.000	22050.000	301
7	Spectrogram 1	1	318.288866382	318.688504816	0.000	22050.000	301
