Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
1	Waveform 1	1	65.826751484	66.205332734	0.000	22050.000	134
1	Spectrogram 1	1	65.826751484	66.205332734	0.000	22050.000	134
2	Waveform 1	1	100.847798140	101.031173434	0.000	22050.000	135
2	Spectrogram 1	1	100.847798140	101.031173434	0.000	22050.000	135
3	Waveform 1	1	390.013427616	390.338770878	0.000	22050.000	136
3	Spectrogram 1	1	390.013427616	390.338770878	0.000	22050.000	136
4	Waveform 1	1	401.724186271	402.150090178	0.000	22050.000	136
4	Spectrogram 1	1	401.724186271	402.150090178	0.000	22050.000	136
5	Waveform 1	1	409.971991014	410.202688963	0.000	22050.000	137
5	Spectrogram 1	1	409.971991014	410.202688963	0.000	22050.000	137
