Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
1	Waveform 1	1	131.821857958	132.062441856	0.000	22050.000	
1	Spectrogram 1	1	131.821857958	132.062441856	0.000	22050.000	
2	Waveform 1	1	133.918329205	134.144761109	0.000	22050.000	
2	Spectrogram 1	1	133.918329205	134.144761109	0.000	22050.000	
3	Waveform 1	1	138.166747912	138.435635798	0.000	22050.000	
3	Spectrogram 1	1	138.166747912	138.435635798	0.000	22050.000	
4	Waveform 1	1	139.836683203	140.053680445	0.000	22050.000	
4	Spectrogram 1	1	139.836683203	140.053680445	0.000	22050.000	
5	Waveform 1	1	141.558509140	141.808527700	0.000	22050.000	
5	Spectrogram 1	1	141.558509140	141.808527700	0.000	22050.000	
6	Waveform 1	1	145.135352272	145.352349513	0.000	22050.000	
6	Spectrogram 1	1	145.135352272	145.352349513	0.000	22050.000	
7	Waveform 1	1	147.848051987	148.069766559	0.000	22050.000	
7	Spectrogram 1	1	147.848051987	148.069766559	0.000	22050.000	
8	Waveform 1	1	149.885939122	150.131240352	0.000	22050.000	
8	Spectrogram 1	1	149.885939122	150.131240352	0.000	22050.000	
9	Waveform 1	1	153.717150188	153.934147429	0.000	22050.000	
9	Spectrogram 1	1	153.717150188	153.934147429	0.000	22050.000	
10	Waveform 1	1	163.642055037	163.882638935	0.000	22050.000	
10	Spectrogram 1	1	163.642055037	163.882638935	0.000	22050.000	
11	Waveform 1	1	166.255456595	166.524344481	0.000	22050.000	
11	Spectrogram 1	1	166.255456595	166.524344481	0.000	22050.000	
12	Waveform 1	1	197.307633934	197.543500500	0.000	22050.000	
12	Spectrogram 1	1	197.307633934	197.543500500	0.000	22050.000	
13	Waveform 1	1	232.712588474	232.953172372	0.000	22050.000	
13	Spectrogram 1	1	232.712588474	232.953172372	0.000	22050.000	
14	Waveform 1	1	237.379364724	237.610513959	0.000	22050.000	
14	Spectrogram 1	1	237.379364724	237.610513959	0.000	22050.000	
15	Waveform 1	1	240.375248201	240.611114767	0.000	22050.000	
15	Spectrogram 1	1	240.375248201	240.611114767	0.000	22050.000	
16	Waveform 1	1	243.281124302	243.516990868	0.000	22050.000	
16	Spectrogram 1	1	243.281124302	243.516990868	0.000	22050.000	
17	Waveform 1	1	245.364498233	245.609799462	0.000	22050.000	
17	Spectrogram 1	1	245.364498233	245.609799462	0.000	22050.000	
18	Waveform 1	1	258.863855973	259.278981130	0.000	22050.000	
18	Spectrogram 1	1	258.863855973	259.278981130	0.000	22050.000	
19	Waveform 1	1	259.312002449	259.694106287	0.000	22050.000	
19	Spectrogram 1	1	259.312002449	259.694106287	0.000	22050.000	
20	Waveform 1	1	259.694106287	260.080927456	0.000	22050.000	
20	Spectrogram 1	1	259.694106287	260.080927456	0.000	22050.000	
21	Waveform 1	1	260.113948776	260.359250005	0.000	22050.000	
21	Spectrogram 1	1	260.113948776	260.359250005	0.000	22050.000	
22	Waveform 1	1	260.401705987	260.623420560	0.000	22050.000	
22	Spectrogram 1	1	260.401705987	260.623420560	0.000	22050.000	
23	Waveform 1	1	455.215622674	455.352425283	0.000	22050.000	
23	Spectrogram 1	1	455.215622674	455.352425283	0.000	22050.000	
