Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
1	Waveform 1	1	11.936510671	12.217387651	0.000	22050.000	84
1	Spectrogram 1	1	11.936510671	12.217387651	0.000	22050.000	84
2	Waveform 1	1	45.538250846	45.799531758	0.000	22050.000	85
2	Spectrogram 1	1	45.538250846	45.799531758	0.000	22050.000	85
3	Waveform 1	1	45.812595804	46.126132898	0.000	22050.000	85
3	Spectrogram 1	1	45.812595804	46.126132898	0.000	22050.000	85
4	Waveform 1	1	46.126132898	46.433137969	0.000	22050.000	85
4	Spectrogram 1	1	46.126132898	46.433137969	0.000	22050.000	85
5	Waveform 1	1	46.433137969	46.746675063	0.000	22050.000	85
5	Spectrogram 1	1	46.433137969	46.746675063	0.000	22050.000	85
6	Waveform 1	1	46.746675063	47.132064408	0.000	22050.000	85
6	Spectrogram 1	1	46.746675063	47.132064408	0.000	22050.000	85
7	Waveform 1	1	56.142112687	56.409925622	0.000	22050.000	85
7	Spectrogram 1	1	56.142112687	56.409925622	0.000	22050.000	85
8	Waveform 1	1	56.475245850	56.671206534	0.000	22050.000	85
8	Spectrogram 1	1	56.475245850	56.671206534	0.000	22050.000	85
9	Waveform 1	1	56.749590807	56.945551491	0.000	22050.000	85
9	Spectrogram 1	1	56.749590807	56.945551491	0.000	22050.000	85
10	Waveform 1	1	57.036999810	57.272152631	0.000	22050.000	85
10	Spectrogram 1	1	57.036999810	57.272152631	0.000	22050.000	85
11	Waveform 1	1	57.330940836	57.572625679	0.000	22050.000	85
11	Spectrogram 1	1	57.330940836	57.572625679	0.000	22050.000	85
12	Waveform 1	1	57.657541976	57.905758842	0.000	22050.000	85
12	Spectrogram 1	1	57.657541976	57.905758842	0.000	22050.000	85
13	Waveform 1	1	57.977611092	58.225827959	0.000	22050.000	85
13	Spectrogram 1	1	57.977611092	58.225827959	0.000	22050.000	85
14	Waveform 1	1	58.291148186	58.539365053	0.000	22050.000	85
14	Spectrogram 1	1	58.291148186	58.539365053	0.000	22050.000	85
15	Waveform 1	1	58.585089212	58.826774056	0.000	22050.000	85
15	Spectrogram 1	1	58.585089212	58.826774056	0.000	22050.000	85
16	Waveform 1	1	94.453494243	94.708243132	0.000	22050.000	85
16	Spectrogram 1	1	94.453494243	94.708243132	0.000	22050.000	85
17	Waveform 1	1	94.740903246	94.923799884	0.000	22050.000	85
17	Spectrogram 1	1	94.740903246	94.923799884	0.000	22050.000	85
18	Waveform 1	1	95.054440340	95.263465069	0.000	22050.000	85
18	Spectrogram 1	1	95.054440340	95.263465069	0.000	22050.000	85
19	Waveform 1	1	95.367977434	95.629258346	0.000	22050.000	85
19	Spectrogram 1	1	95.367977434	95.629258346	0.000	22050.000	85
20	Waveform 1	1	95.733770710	95.949327463	0.000	22050.000	85
20	Spectrogram 1	1	95.733770710	95.949327463	0.000	22050.000	85
21	Waveform 1	1	96.027711736	96.230204443	0.000	22050.000	85
21	Spectrogram 1	1	96.027711736	96.230204443	0.000	22050.000	85
22	Waveform 1	1	96.347780853	96.609061765	0.000	22050.000	85
22	Spectrogram 1	1	96.347780853	96.609061765	0.000	22050.000	85
23	Waveform 1	1	92.494190907	92.729343727	0.000	22050.000	85
23	Spectrogram 1	1	92.494190907	92.729343727	0.000	22050.000	85
24	Waveform 1	1	92.840388115	93.082072958	0.000	22050.000	85
24	Spectrogram 1	1	92.840388115	93.082072958	0.000	22050.000	85
25	Waveform 1	1	93.193117346	93.402142075	0.000	22050.000	85
25	Spectrogram 1	1	93.193117346	93.402142075	0.000	22050.000	85
26	Waveform 1	1	93.500122417	93.735275237	0.000	22050.000	85
26	Spectrogram 1	1	93.500122417	93.735275237	0.000	22050.000	85
27	Waveform 1	1	93.800595465	94.035748286	0.000	22050.000	85
27	Spectrogram 1	1	93.800595465	94.035748286	0.000	22050.000	85
28	Waveform 1	1	94.127196605	94.329689312	0.000	22050.000	85
28	Spectrogram 1	1	94.127196605	94.329689312	0.000	22050.000	85
29	Waveform 1	1	100.316560468	100.597437448	0.000	22050.000	85
29	Spectrogram 1	1	100.316560468	100.597437448	0.000	22050.000	85
30	Waveform 1	1	101.191851522	101.413940297	0.000	22050.000	85
30	Spectrogram 1	1	101.191851522	101.413940297	0.000	22050.000	85
31	Waveform 1	1	103.812943861	104.021968591	0.000	22050.000	85
31	Spectrogram 1	1	103.812943861	104.021968591	0.000	22050.000	85
32	Waveform 1	1	104.041564659	104.185269161	0.000	22050.000	85
32	Spectrogram 1	1	104.041564659	104.185269161	0.000	22050.000	85
33	Waveform 1	1	104.244057366	104.453082095	0.000	22050.000	85
33	Spectrogram 1	1	104.244057366	104.453082095	0.000	22050.000	85
34	Waveform 1	1	104.453082095	104.668638847	0.000	22050.000	85
34	Spectrogram 1	1	104.453082095	104.668638847	0.000	22050.000	85
35	Waveform 1	1	104.707830984	104.877663577	0.000	22050.000	85
35	Spectrogram 1	1	104.707830984	104.877663577	0.000	22050.000	85
36	Waveform 1	1	104.903791668	105.132412466	0.000	22050.000	85
36	Spectrogram 1	1	104.903791668	105.132412466	0.000	22050.000	85
37	Waveform 1	1	105.158540557	105.367565286	0.000	22050.000	85
37	Spectrogram 1	1	105.158540557	105.367565286	0.000	22050.000	85
38	Waveform 1	1	105.465545628	105.707230472	0.000	22050.000	85
38	Spectrogram 1	1	105.465545628	105.707230472	0.000	22050.000	85
39	Waveform 1	1	105.739890585	105.922787224	0.000	22050.000	85
39	Spectrogram 1	1	105.739890585	105.922787224	0.000	22050.000	85
40	Waveform 1	1	105.922787224	106.131811953	0.000	22050.000	85
40	Spectrogram 1	1	105.922787224	106.131811953	0.000	22050.000	85
41	Waveform 1	1	112.980051549	113.208672346	0.000	22050.000	85
41	Spectrogram 1	1	112.980051549	113.208672346	0.000	22050.000	85
42	Waveform 1	1	113.306652688	113.528741463	0.000	22050.000	85
42	Spectrogram 1	1	113.306652688	113.528741463	0.000	22050.000	85
