Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
1	Waveform 1	1	48.772527573	49.016782212	0.000	22050.000	
1	Spectrogram 1	1	48.772527573	49.016782212	0.000	22050.000	
2	Waveform 1	1	59.759937410	60.097736378	0.000	22050.000	
2	Spectrogram 1	1	59.759937410	60.097736378	0.000	22050.000	
3	Waveform 1	1	60.143872429	60.268598202	0.000	22050.000	
3	Spectrogram 1	1	60.143872429	60.268598202	0.000	22050.000	
4	Waveform 1	1	90.400769082	90.645141176	0.000	22050.000	
4	Spectrogram 1	1	90.400769082	90.645141176	0.000	22050.000	
5	Waveform 1	1	131.867963574	132.184974914	0.000	22050.000	
5	Spectrogram 1	1	131.867963574	132.184974914	0.000	22050.000	
