Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation
1	Waveform 1	1	9.362928245	9.649830761	0.000	22050.000	
1	Spectrogram 1	1	9.362928245	9.649830761	0.000	22050.000	
2	Waveform 1	1	2.010330379	2.312602672	0.000	22050.000	
2	Spectrogram 1	1	2.010330379	2.312602672	0.000	22050.000	
3	Waveform 1	1	16.330154639	16.611933895	0.000	22050.000	
3	Spectrogram 1	1	16.330154639	16.611933895	0.000	22050.000	
4	Waveform 1	1	22.600714954	22.902987248	0.000	22050.000	
4	Spectrogram 1	1	22.600714954	22.902987248	0.000	22050.000	
5	Waveform 1	1	35.021409038	35.262202221	0.000	22050.000	
5	Spectrogram 1	1	35.021409038	35.262202221	0.000	22050.000	
6	Waveform 1	1	42.428927823	42.705583820	0.000	22050.000	
6	Spectrogram 1	1	42.428927823	42.705583820	0.000	22050.000	
7	Waveform 1	1	45.529617534	45.847259605	0.000	22050.000	
7	Spectrogram 1	1	45.529617534	45.847259605	0.000	22050.000	
8	Waveform 1	1	50.974768242	51.225807943	0.000	22050.000	
8	Spectrogram 1	1	50.974768242	51.225807943	0.000	22050.000	
9	Waveform 1	1	72.446301462	72.676848126	0.000	22050.000	
9	Spectrogram 1	1	72.446301462	72.676848126	0.000	22050.000	
10	Waveform 1	1	106.064686644	106.361835678	0.000	22050.000	
10	Spectrogram 1	1	106.064686644	106.361835678	0.000	22050.000	
11	Waveform 1	1	150.012832127	150.330474198	0.000	22050.000	
11	Spectrogram 1	1	150.012832127	150.330474198	0.000	22050.000	
12	Waveform 1	1	157.995806727	158.272462724	0.000	22050.000	
12	Spectrogram 1	1	157.995806727	158.272462724	0.000	22050.000	
